No,Teks,Sentimen,Confidence
1176,"Good",Positif,97.62%
1177,"Great mosque.",Positif,99.96%
1178,"Mumtaz",Netral,80.41%
1179,"Excellent",Positif,99.94%
1180,"Good😘😘😘😘",Netral,74.44%
1181,"Good",Positif,97.62%
1182,"Amazing place... 🙏🤲😇",Positif,99.98%
1183,"grand mosque of Banda Aceh",Netral,90.64%
1184,"It is so beautiful",Positif,99.97%
1185,"A symbolic mosque",Netral,98.95%
1186,"Great mosque.",Positif,99.96%
1187,"Perfect Mosque",Positif,74.57%
1188,"Amazing",Positif,99.95%
1189,"Historic place",Netral,99.86%
1190,"Great Mosque",Positif,99.95%
1191,"Beautiful masjid",Positif,99.98%
1192,"So wonderful place",Positif,99.97%
1193,"Very 👍",Netral,60.96%
1194,"Ok",Netral,98.15%
1195,"The Best Mosque",Positif,99.93%
1196,"Come here again and again",Positif,99.48%
1197,"24/12/2004 History",Netral,99.94%
1198,"Good",Positif,97.62%
1199,"Nice mosque",Positif,99.96%
1200,"Great mosque",Positif,99.95%
1201,"Ok",Netral,98.15%
1202,"Ok",Netral,98.15%
1203,"Modern mosque",Netral,82.64%
1204,"Ok",Netral,98.15%
1205,"Ok",Netral,98.15%
1206,"ok",Netral,98.15%
1207,"Awesome place!",Positif,99.97%
1208,"Very great place",Positif,99.98%
1209,"Amazing",Positif,99.95%
1210,"Ok",Netral,98.15%
1211,"love it at all",Positif,99.98%
1212,"Iike",Netral,97.44%
1213,"Beautiful and comfortable",Positif,99.89%
1214,"ok",Netral,98.15%
1215,"Ikon ACEH - INDONESIA",Positif,99.84%
1216,"Ok.....",Netral,71.09%
1217,"Ok",Netral,98.15%
1218,"🤲🏻",Netral,74.44%
1219,"amazing moesque",Positif,99.96%
1220,"Ok",Netral,98.15%
1221,"Praise to allah😇",Netral,97.70%
1222,"Great mosque",Positif,99.95%
1223,"Best place for everybody",Positif,99.97%
1224,"The great mosque",Positif,98.64%
1225,"Best",Positif,99.96%
1226,"nice mosque",Positif,99.96%
1227,"Beautiful bosque",Netral,57.20%
1228,"So pretty...",Positif,96.51%
1229,"Best",Positif,99.96%
1230,"Like it",Positif,95.38%
1231,"Nice and beutyful",Positif,99.81%
1232,"So beautiful.... ❤❤❤",Positif,99.95%
1233,"Amazing",Positif,99.95%
1234,"Very Nice Place",Positif,99.98%
1235,"legend!",Positif,62.07%
1236,"Good",Positif,97.62%
1237,"Historic place",Netral,99.86%
1238,"Great",Positif,99.97%
1239,"Nice and peaceful",Positif,99.96%
1240,"Soo beutifull ........",Positif,99.93%
1241,"good mosque",Positif,99.82%
1242,"Love",Positif,53.90%
1243,"Soooo beautiful",Positif,99.96%
1244,"Ok",Netral,98.15%
1245,"Beautiful Architecture",Positif,99.89%
1246,"Very Beautiful",Positif,99.94%
1247,"Love the mosque",Positif,99.86%
1248,"Ok",Netral,98.15%
1249,"Beautiful palace",Positif,97.09%
1250,"Ok",Netral,98.15%
1251,"Ok",Netral,98.15%
1252,"Best",Positif,99.96%
1253,"i love this masjid...",Positif,99.99%
1254,"Good",Positif,97.62%
1255,"amazing",Positif,99.95%
1256,"nice",Positif,99.92%
1257,"Great musque",Positif,54.54%
1258,"Awsomet",Netral,96.61%
1259,"Ok",Netral,98.15%
1260,"Ok",Netral,98.15%
1261,"Amazing",Positif,99.95%
1262,"good",Positif,97.62%
1263,"Takjup",Netral,99.55%
1264,"What A wonderful site",Positif,99.96%
1265,"No explanation needed",Netral,98.75%
1266,"Wonderful",Positif,99.94%
1267,"Legaa",Positif,99.97%
1268,"Ok",Netral,98.15%
1269,"Amazing",Positif,99.95%
1270,"The Good Mosque",Positif,99.94%
1271,"awesome",Positif,99.95%
1272,"Best",Positif,99.96%
1273,"Ok",Netral,98.15%
1274,"ok",Netral,98.15%
1275,"Ok",Netral,98.15%
1276,"So beutiful",Positif,99.93%
1277,"good for pray",Positif,99.81%
1278,"ok",Netral,98.15%
1279,"Great",Positif,99.97%
1280,"Kerenzz",Positif,99.98%
1281,"ok",Netral,98.15%
1282,"Ok",Netral,98.15%
1283,"Best",Positif,99.96%
1284,"Amazing",Positif,99.95%
1285,"Fo",Netral,99.68%
1286,"Amazing",Positif,99.95%
1287,"Nice architecture",Positif,99.98%
1288,"Very² nice",Positif,91.25%
1289,"Ok",Netral,98.15%
1290,"Good",Positif,97.62%
1291,"Is a beutifull place",Positif,95.60%
1292,"so beautifull...",Positif,99.94%
1293,"Wonderful",Positif,99.94%
1294,"Ok",Netral,98.15%
1295,"Good",Positif,97.62%
1296,"Awesome and amazing",Positif,99.98%
1297,"Great",Positif,99.97%
1298,"Beautiful",Positif,99.76%
1299,"Perfect",Positif,95.91%
1300,"Best mosque",Positif,99.82%
1301,"Amazing",Positif,99.95%
1302,"Amazing",Positif,99.95%
1303,"Nice",Positif,99.92%
1304,"Good mosque",Positif,99.82%
1305,"Good and calming",Positif,97.21%
1306,"nice",Positif,99.92%
1307,"ntapp",Netral,99.11%
1308,"Perfect",Positif,95.91%
1309,"Good",Positif,97.62%
1310,"Ok",Netral,98.15%
1311,"Great place!",Positif,99.98%
1312,"Top",Positif,99.96%
1313,"Beautiful, peaceful",Positif,99.96%
1314,"Loveee",Positif,99.91%
1315,"Beautiful",Positif,99.76%
1316,"So peaceful",Positif,99.94%
1317,"wonderful",Positif,99.94%
1318,"Best for praying",Positif,99.95%
1319,"Amazing",Positif,99.95%
1320,"Good",Positif,97.62%
1321,"Beautiful Mosque",Positif,96.37%
1322,"Mighty Grand Mosque",Netral,78.57%
1323,"awesome",Positif,99.95%
1324,"Kerren",Netral,91.81%
1325,"Love the Mosque",Positif,99.86%
1326,"Artistic",Netral,99.33%
1327,"Good",Positif,97.62%
1328,"Wonderful",Positif,99.94%
1329,"Good",Positif,97.62%
1330,"Great",Positif,99.97%
1331,"Best place ever",Positif,99.87%
1332,"good",Positif,97.62%
1333,"Wonderful",Positif,99.94%
1334,"😍👍",Netral,74.44%
1335,"Beautiful",Positif,99.76%
1336,"Good",Positif,97.62%
1337,"Nice",Positif,99.92%
1338,"Real masjid",Netral,60.03%
1339,"Good vibes",Positif,99.87%
1340,"Best",Positif,99.96%
1341,"Amazing",Positif,99.95%
1342,"Nice",Positif,99.92%
1343,"good",Positif,97.62%
1344,"Perfect",Positif,95.91%
1345,"Nice place ever",Positif,99.97%
1346,"Magnificent",Positif,52.42%
1347,"Good",Positif,97.62%
1348,"miss my moment here",Netral,70.21%
1349,"Comfort",Netral,88.26%
1350,"Historical Mosque",Netral,99.43%
1351,"Good",Positif,97.62%
1352,"Famous please",Positif,97.88%
1353,"Majestic Mosque",Netral,91.08%
1354,"The greet mosque",Netral,98.92%
1355,"Good",Positif,97.62%
1356,"Good",Positif,97.62%
1357,"Beautiful and modern",Positif,99.10%
1358,"Amazing",Positif,99.95%
1359,"Amazing",Positif,99.95%
1360,"Beautiful mousque",Netral,56.64%
1361,"i like it",Positif,99.96%
1362,"Best",Positif,99.96%
1363,"Beautiful",Positif,99.76%
1364,"Amazing",Positif,99.95%
1365,"Good",Positif,97.62%
1366,"The best in the acehnese",Positif,99.85%
1367,"Cool",Positif,99.39%
1368,"Awesome",Positif,99.95%
1369,"Always be the best",Positif,99.95%
1370,"Amazing",Positif,99.95%
1371,"perfect",Positif,95.91%
1372,"Amazing",Positif,99.95%
1373,"Nice",Positif,99.92%
1374,"Awesome",Positif,99.95%
1375,"i like",Positif,98.50%
1376,"Beautiful",Positif,99.76%
1377,"Excited",Positif,98.69%
1378,"Superb",Positif,90.88%
1379,"Beautiful",Positif,99.76%
1380,"Top",Positif,99.96%
1381,"good",Positif,97.62%
1382,"Good",Positif,97.62%
1383,"Top",Positif,99.96%
1384,"Beautiful ☺️",Positif,97.53%
1385,"Good",Positif,97.62%
1386,"Best",Positif,99.96%
1387,"amazing",Positif,99.95%
1388,"Best",Positif,99.96%
1389,"Beauty mosque",Netral,92.30%
1390,"Good mosque",Positif,99.82%
1391,"Ok",Netral,98.15%
1392,"Nice",Positif,99.92%
1393,"Good for all",Positif,99.98%
1394,"Peaceful",Positif,99.91%
1395,"Like this",Netral,95.95%
1396,"Recommended to Praying",Positif,99.97%
1397,"Awesome",Positif,99.95%
1398,"Beautiful",Positif,99.76%
1399,"Nice",Positif,99.92%
1400,"I love this place",Positif,99.98%
1401,"Perfect",Positif,95.91%
1402,"Great",Positif,99.97%
1403,"Beautiful",Positif,99.76%
1404,"Amazing",Positif,99.95%
1405,"Nice",Positif,99.92%
1406,"Amazing",Positif,99.95%
1407,"👍🏻👍🏻👍🏻",Netral,74.44%
1408,"Amazing",Positif,99.95%
1409,"Great mosqe",Positif,99.98%
1410,"Awesome",Positif,99.95%
1411,"Fabulous",Netral,65.14%
1412,"Great Mosque",Positif,99.95%
1413,"The best place in Aceh",Positif,99.84%
1414,"Lovely places",Positif,85.62%
1415,"Amazing",Positif,99.95%
1416,"Best",Positif,99.96%
1417,"Wow amazing",Positif,99.96%
1418,"Amazing",Positif,99.95%
1419,"Amazing",Positif,99.95%
1420,"Absolutely wonderful",Positif,99.94%
1421,"Good",Positif,97.62%
1422,"Beautiful place 😍",Positif,96.93%
1423,"Beautiful",Positif,99.76%
1424,"Good",Positif,97.62%
1425,"Great",Positif,99.97%
1426,"Perfect",Positif,95.91%
1427,"Nice",Positif,99.92%
1428,"Amazing",Positif,99.95%
1429,"Perfect",Positif,95.91%
1430,"Love",Positif,53.90%
1431,"Good",Positif,97.62%
1432,"Nice",Positif,99.92%
1433,"Comfortable place",Positif,98.15%
1434,"Awesome",Positif,99.95%
1435,"Beautiful",Positif,99.76%
1436,"Nice",Positif,99.92%
1437,"Amazing",Positif,99.95%
1438,"Lovely place...",Positif,78.92%
1439,"Good",Positif,97.62%
1440,"Recommended for the world",Positif,99.98%
1441,"Beautiful",Positif,99.76%
1442,"💜💜",Netral,74.44%
1443,"Love",Positif,53.90%
1444,"Amazing",Positif,99.95%
1445,"Beautiful",Positif,99.76%
1446,"Great experience",Positif,99.98%
1447,"Best",Positif,99.96%
1448,"Great",Positif,99.97%
1449,"Great",Positif,99.97%
1450,"Good",Positif,97.62%
1451,"Awesome",Positif,99.95%
1452,"Best",Positif,99.96%
1453,"Peaceful",Positif,99.91%
1454,"Nice",Positif,99.92%
1455,"Great",Positif,99.97%
1456,"Beautiful",Positif,99.76%
1457,"Beautiful",Positif,99.76%
1458,"Good",Positif,97.62%
1459,"Best landmark",Positif,99.18%
1460,"Good",Positif,97.62%
1461,"Amazing",Positif,99.95%
1462,"Very beautiful",Positif,99.94%
1463,"great",Positif,99.97%
1464,"Love this place",Positif,99.95%
1465,"😍😍😍👍",Netral,74.44%
1466,"Best",Positif,99.96%
1467,"top",Positif,99.96%
1468,"Very compfortable",Positif,99.96%
1469,"The great mosque",Positif,98.64%
1470,"Nice",Positif,99.92%
1471,"Good",Positif,97.62%
1472,"Good",Positif,97.62%
1473,"Amazing",Positif,99.95%
1474,"Great Mosque",Positif,99.95%
1475,"Beautiful",Positif,99.76%
1476,"Good place",Positif,99.95%
1477,"Good",Positif,97.62%
1478,"Great",Positif,99.97%
1479,"Religion best",Positif,97.82%
1480,"Good",Positif,97.62%
1481,"Legend",Netral,67.13%
1482,"Wonderful",Positif,99.94%
1483,"Clean and beautiful",Positif,99.86%
1484,"Beautiful",Positif,99.76%
1485,"Excellent",Positif,99.94%
1486,"Modern mosque",Netral,82.64%
1487,"Beautiful",Positif,99.76%
1488,"Nice",Positif,99.92%
1489,"Beautiful place.....",Positif,99.97%
1490,"Haritage mosque",Netral,95.33%
1491,"Best",Positif,99.96%
1492,"Beautiful",Positif,99.76%
1493,"Amazing",Positif,99.95%
1494,"I want to go this place",Positif,99.86%
1495,"Nice",Positif,99.92%
1496,"Nice",Positif,99.92%
1497,"Amazing",Positif,99.95%
1498,"Lovely",Netral,63.12%
1499,"Beautiful place..",Positif,99.66%
1500,"Wonderful",Positif,99.94%
1501,"Beautiful and glorious",Positif,99.61%
1502,"So amazing",Positif,99.95%
1503,"Very Beautiful",Positif,99.94%
1504,"What a wonderful place",Positif,99.97%
1505,"strategics peacefully",Positif,99.59%
1506,"Nice",Positif,99.92%
1507,"Amazing place...",Positif,99.98%
1508,"Nice heritage",Positif,99.97%
1509,"Love this mosquito",Positif,99.91%
1510,"beautiful masque",Positif,89.17%
1511,"beautiful place 😍",Positif,96.93%
1512,"So amazing",Positif,99.95%
1513,"Amazing",Positif,99.95%
1514,"Must visit!",Positif,99.85%
1515,"Lovely place",Positif,69.11%
1516,"Very awesome",Positif,99.96%
1517,"🙏🏻🙏🏻🙏🏻🙏🏻",Netral,74.44%
1518,"Good palace",Positif,99.05%
1519,"Historical mosque",Netral,99.43%
1520,"Beautiful",Positif,99.76%
1521,"Acehnese landmark",Netral,99.62%
1522,"So Beautiful",Positif,99.92%
1523,"Good taste",Positif,99.96%
1524,"Spotlessly clean",Positif,99.74%
1525,"I Love Islam",Positif,99.98%
1526,"Legend",Netral,67.13%
1527,"Dirty",Netral,93.76%
1528,"Peace and calm",Positif,99.77%
1529,"Good masjid",Positif,99.98%
1530,"Best place...",Positif,99.95%
1531,"Peaceful place 😍",Positif,99.95%
1532,"Beautiful musqoe",Positif,81.14%
1533,"i love it, we love it",Positif,99.99%
1534,"Love this Masjid",Positif,99.99%
1535,"Pleasant mosque",Netral,88.81%
1536,"Quite good",Positif,99.98%
1537,"Historical Masjid",Netral,99.90%
1538,"Great place...",Positif,99.98%
1539,"A beautiful place",Positif,99.96%
1540,"Mosque amazing!!!!",Positif,99.95%
1541,"Thank",Netral,84.95%
1542,"clean",Positif,86.85%
1543,"Really beautiful",Positif,99.94%
1544,"Super",Netral,38.96%
1545,"Always relegius...",Positif,99.97%
1546,"👍👍👍👍👍Nice mosque",Netral,99.54%
1547,"You know lah",Netral,87.18%
1548,"Grand mosque aceh",Netral,98.47%
1549,"Good beutifull",Positif,99.88%
1550,"Best of the best!",Positif,99.94%
1551,"Okay",Netral,98.31%
1552,"Great masjid",Positif,99.99%
1553,"Great place",Positif,99.97%
1554,"Hairstyle",Netral,97.05%
1555,"nice place",Positif,99.97%
1556,"Subscribe",Netral,82.74%
1557,"What a wonderfull place",Positif,99.97%
1558,"One and only",Netral,99.90%
1559,"😍😍😍😍😍😍",Netral,74.44%
1560,"Beautiful place",Positif,99.95%
1561,"Beautiful place",Positif,99.95%
1562,"Legend",Netral,67.13%
1563,"Legacy",Positif,97.55%
1564,"Lovely place",Positif,69.11%
1565,"Beautiful place",Positif,99.95%
1566,"Beautiful place",Positif,99.95%
1567,"Awesome...",Positif,99.96%
1568,"Beautiful place",Positif,99.95%
1569,"Lovely place",Positif,69.11%
1570,"Cf",Netral,99.54%
1571,"I love you",Positif,99.97%
1572,"Is the best",Positif,99.94%
1573,"Beautiful place",Positif,99.95%
1574,"Get",Netral,85.98%
1575,"Nice place",Positif,99.97%
1576,"Clean",Positif,86.85%
1577,"grand as ever 😍😍",Netral,43.61%
1578,"Wow",Positif,99.93%
1579,"Wonderfull 😍😍😍",Positif,99.90%
1580,"Historical building",Netral,99.60%
1581,"Home.sweet home",Positif,99.53%
1582,"Heritage",Netral,93.45%
1583,"Is beautiful",Positif,99.90%
1584,"Beautiful place",Positif,99.95%
1585,"coming here again",Netral,99.82%
1586,"National landmark",Netral,99.79%
1587,"Favourite place",Netral,50.91%
1588,"Cool place",Positif,97.05%
1589,"Wow",Positif,99.93%
1590,"Amazing place",Positif,99.97%
1591,"Beautiful place",Positif,99.95%
1592,"Nice place..",Positif,99.97%
1593,"Beautiful place",Positif,99.95%
1594,"Beautiful place",Positif,99.95%
1595,"Beautiful place",Positif,99.95%
1596,"Beautiful place",Positif,99.95%
1597,"Worderful islamic",Netral,70.85%
1598,"the lagend of Aceh mosque",Netral,99.85%
1599,"Must visit..",Positif,99.85%
1600,"Amazing...",Positif,99.97%
1601,"Nice Place",Positif,99.97%
1602,"I love you",Positif,99.97%
1603,"Its special place",Positif,99.92%
1604,"Great place",Positif,99.97%
1605,"A wonder place",Netral,50.93%
1606,"Nice place",Positif,99.97%
1607,"Beautiful..",Positif,99.70%
1608,"Beutiful place",Positif,99.97%
1609,"Great place",Positif,99.97%
1610,"Great place",Positif,99.97%
1611,"Iconic place",Netral,91.12%
1612,"Is awesome",Positif,99.93%
1613,"The Greatest",Positif,99.95%
1614,"A landmark for Aceh.",Positif,49.96%
1615,"Good place",Positif,99.95%
1616,"An amazing place",Positif,99.96%
1617,"unforgetable",Negatif,99.96%
1618,"Great place",Positif,99.97%
1619,"Beautiful !!!",Positif,99.90%
1620,"full memory",Netral,93.86%
1621,"Amazing...",Positif,99.97%
1622,"Historical places...",Netral,99.96%
1623,"Beutiful place",Positif,99.97%
1624,"Wonderful place",Positif,99.96%
1625,"Good place",Positif,99.95%
1626,"Best place",Positif,99.90%
1627,"al-mukarram 🙏",Netral,97.90%
1628,"Allaahu Akbar... 🤗",Positif,92.84%
1629,"Wonderful place",Positif,99.96%
1630,"The best 👍",Positif,99.78%
1631,"Good place",Positif,99.95%
1632,"Wonderful place",Positif,99.96%
1633,"Very sacral",Negatif,57.08%
1634,"Historical place",Netral,99.88%
1635,"Memorable place",Positif,99.67%
1636,"It was speechless !",Negatif,99.98%
1637,"Beautiful..",Positif,99.70%
1638,"Great place",Positif,99.97%
1639,"Wonderfull!!!",Positif,99.96%
1640,"The lights of aceh",Positif,98.69%
1641,"The second Mecca",Netral,99.52%
1642,"Beautiful!",Positif,99.94%
1643,"Nice place",Positif,99.97%
1644,"Good place",Positif,99.95%
1645,"International mosque",Netral,98.54%
1646,"City landmark",Netral,99.75%
1647,"nice place",Positif,99.97%
1648,"nice place",Positif,99.97%
1649,"Good place",Positif,99.95%
1650,"Is the best",Positif,99.94%
1651,"Must visit",Positif,99.66%
1652,"Iconic place",Netral,91.12%
1653,"Amazing...",Positif,99.97%
1654,"Beautifulll...",Positif,99.95%
1655,"Historical Place",Netral,99.88%
1656,"Best place",Positif,99.90%
1657,"Best place",Positif,99.90%
1658,"Is the best",Positif,99.94%
1659,"Winderful of islam",Positif,97.48%
1660,"Nice place",Positif,99.97%
1661,"Best place",Positif,99.90%
1662,"Grand Mosque",Netral,93.06%
1663,"Best place",Positif,99.90%
1664,"beautiful..",Positif,99.70%
1665,"Nice place",Positif,99.97%
1666,"best place",Positif,99.90%
1667,"Historical place",Netral,99.88%
1668,"Nice place",Positif,99.97%
1669,"A peacful place",Positif,99.91%
1670,"historical place",Netral,99.88%
1671,"is the best",Positif,99.94%
1672,"Top the best",Positif,99.98%
1673,"Miss this place",Negatif,99.85%
1674,"Peaceful place",Positif,99.98%
1675,"Nice place",Positif,99.97%
1676,"Peaceful place,",Positif,99.98%
1677,"Recommended",Positif,99.73%
