No,Teks,Sentimen,Confidence
1175,"Mohon untuk pengurus,, itu ada yg memeLihara ayam di area masjid agung,, tepatnya di pinggir pagar buah meLon,, kandangnya bau bangetttt... bikin tidak nyaman pengunjung... mohon kebijaksanaanya ngih,, matur nuwun",Negatif,99.85%
1176,"Masjid Agung Jawa Tengah yg terletak di kota semarang, MasyaAllah masjidnya sangat luas, Madinah versi lokal, tempat parkir nya juga luas banget, tempat yang cocok untuk muhasabah, tenang Damai adem dan ada kajian rutinan juga, di gerbang depanbanyakp stand jajanan juga",Positif,99.94%
1177,"Tempat ibadah di Jawa Tengah tersyahdu saat saat menjelang Maghrib, ada menara bisa buat liat pemandangan kota dan bintang², ada perpustakaan dan masih banyak lagi",Netral,97.45%
1178,"Beneran buat bergetar saat Maghrib after rain kesini, masjidnya cantik bgt!!!! Dpt best view jg aku, alhamdulillah seneng bgt dgn vibes nya✨️🤩❤️",Positif,99.95%
1179,"Masjid Agung Jawa Tengah benar-benar menjadi simbol kekayaan Nusantara dan keagungan Tuhan Yang Maha Esa yang sangat megah di Kota Semarang, namun demi kenyamanan jamaah dan pengunjung, mohon pihak pengelola memberikan lampu penerangan yang lebih cukup serta penanda jalan yang jelas agar alur pengunjung lebih teratur, sekaligus memperhatikan kondisi jalanan yang cenderung licin dan tergenang saat hujan demi keamanan anak-anak maupun orang tua.",Netral,99.92%
1180,"Masjidnya bagus, museumnya juga bagus. View dari atas menara bagus banget! Anginnya sepoi-sepoi. Kesini pas siang hari panas puooolllll🌞🌞🌞🌞🌞🌞🌞🌞🌞🌞 Tempat parkir luas.",Positif,99.68%
1181,"Masjid Agung Semarang megah dan indah banget! Desain arsitekturnya unik karena memadukan gaya Jawa, Arab, dan modern. Halamannya luas, dan dari menaranya kita bisa melihat pemandangan Kota Semarang dari ketinggian. Suasananya tenang dan nyaman, baik untuk beribadah maupun sekadar menikmati keindahan bangunan. Secara keseluruhan, masjid ini sangat layak dikunjungi, cocok untuk wisata religi sekaligus menikmati keindahan arsitekturnya.",Positif,99.98%
1182,"Datang ke sini saat masuk waktu Zuhur. Lantai luar terasa sangat panas jadi disarankan lewat pintu bawah saja. Mesjid yang luas dan sejuk. Membuat jamaah nyaman menjalani ibadah. Tersedia parkir mobil dan motor yang luas",Netral,59.33%
1183,"Megah tapi tetep otentik khas dulu yaah. Tapi mungkin perlu perawatan lagi dibeberapa area biar kesana kusamnya ilang. Fasilitasnya lengkap, kalau baca didenah lokasi ada gedung perpustakaannya juga + Ada pusat oleh-oleh juga disana",Netral,93.46%
1184,"Areal parkir luas, kalau sholat jeda harus lebih sebelum adzan karena tempat wudhu dan sholat jauh, kalau mau berkunjung ke menara harus pas bukan waktu sholat",Netral,98.16%
1185,"view bagus, udara segar, 1 dusun ada beberapa pilihan (spot point option), parkir ramah tamu,, adayg ngeyup (umbul roso)..",Positif,99.69%
1186,"Jalan2 ke semarang wajib mampir ke masjid ini. Di dalam adem sekali, sebaliknya diluar lantai puanas poll karena matahari lagi terik",Netral,99.95%
1187,"Masjid yg indah dan nyaman. Pas kesana pas ramai-ramainya. Toddlerku sempat hilang dari pandangan tapi Alhamdulillah ketemu dgn selamat. Kunci kendaraan sempat ilang sampe muter2 cari petugas. Tolong di area masjid dikasih no kontak pos keamanan krn pendatang tak tahu medan, kami muter2 naik turun cari pos keamanan ada dimana. Petugas di dekat area wudhu dan masuk jamaah pun tak ada. Sampe ngetok kantor yg kelihatan ada orgnya. Akhirnya kami dikasih tahu pos keamanan ada dimana dan Alhamdulillah kuncinya ketemu.",Netral,99.78%
1188,"Masjid Agung Jawa Tengah adalah salah satu masjid terindah di Indonesia dengan arsitektur yang memukau dan area yang sangat luas. Perpaduan gaya arsitektur Jawa, Islam, dan Romawi terasa harmonis, terutama pada bangunan utama dan pelataran dengan enam payung hidrolik raksasa yang mengingatkan pada Masjid Nabawi. Tempat ini tidak hanya menjadi pusat ibadah, tetapi juga destinasi wisata religi yang ramai dikunjungi, baik oleh jamaah lokal maupun wisatawan. Suasananya tertib, nyaman, dan ramah untuk anak-anak. Area terbuka yang luas memungkinkan anak-anak bermain dengan aman, sementara orang tua tetap bisa beribadah dengan tenang. Fasilitas umum seperti toilet, tempat wudu, dan area parkir cukup memadai dan tertata dengan baik. Tersedia juga menara pandang yang menawarkan pemandangan Kota Semarang dari ketinggian. Masjid ini cocok untuk beribadah, bersantai bersama keluarga, ataupun sekadar menikmati keindahan arsitektur dan ketenangan suasana. Sangat direkomendasikan untuk dikunjungi, baik sebagai tempat spiritual maupun wisata edukatif keluarga.",Positif,99.60%
1189,"*parkiran sangat luas *banyak tanaman kurma, beberapa ada yg sudah berbuah *ada tempat latihan manasik haji *ada hotelnya *ada beberapa kios jualan souvenir menarik *ada tempat khusus jualan berbagai macam kuliner *ada hall yang sangat luas *tempat wudhu ke tempat sholat lumayan jalan kaki jauh *masjid super besar, ada beberapa payung di plataran masjid akan dibuka setiap hari Jum'at 16/10/2025",Netral,89.55%
1190,"Alhamdulillah nikmat sekali ibadah disini😌 tenang damai✨ cocok untuk merenung🙂 yang butuh khalwat sama tuhan boleh kesini✨ yg lagi safar di Semarang boleh banget mampir🌷",Positif,99.64%
1191,"Masjid yang besar dan megah Parkiran pun luas banget Sayangnya dari pusat kota agak jauh lokasinya",Netral,43.37%
1192,"Kangen bngt pas dulu waktu kecil ksini brng alm ayah, dan sekarang masih bisa main ksini, next main main lagi ksini ya🥰🥰🥹🥹",Netral,99.92%
1193,"Masjid nya bagus. Sayang nya masih banyak sampah2 berserakan jadi kotor.. kurang banyak tempat sampah nya",Negatif,99.99%
1194,"Review minus seperti kebanyakan orang: 1. Tanda arah mulai dari masuk kendaraan, tidak jelas. Nanya petugas parkirpun jawabannya tidak menjawab. 2. Batas suci di bawah payung (teras keramik) itu terlalu luas. Lantainya ga cocok pak/bu pengelola untuk Semarang yg panas pol. Kebakar kaki saya. 3. Apa fungsinya payung besar??? Harusnya siang bisa dibuka untuk mengurangi panas, malam ditutup. 4. Lokasi acara nikahan tolong tidak di dekat masjid / bisa dikasih ruangan kedap jadi suara tidak ganggu pengunjung yg mau solat. 5. Rawan pencuri alas kaki.",Negatif,99.98%
1195,"Salah satu masjid ter favorid di Indonesia ini, masjid luas banget. Ada bagian kubah kayak di madinah juga. Pokoknya bagus banget. Sama di sini enaknya oas sunset bagis bangey",Positif,99.96%
1196,"Tempat luas dan bersih. Meskipun berada di Semarang yang udaranya sangat panas, ruang masjid terasa adem walaupun tanpa AC ataupun kipas angin",Positif,95.63%
1197,"Masjid Agung Semarang, atau lebih dikenal sebagai **Masjid Agung Jawa Tengah (MAJT)**, adalah salah satu masjid termegah di Indonesia yang benar-benar memancarkan keindahan dan kemegahan luar biasa. Berdiri megah di lahan yang sangat luas, masjid ini punya arsitektur unik yang memadukan gaya Jawa, Arab, dan Romawi. Begitu masuk area masjid, kamu akan langsung disambut pelataran luas dengan enam payung raksasa otomatis, mirip seperti yang ada di Masjid Nabawi, Madinah. Saat payung-payung itu terbuka, suasananya benar-benar megah dan adem, cocok untuk salat berjamaah ataupun bersantai. Bangunan utama masjid berdiri kokoh dengan kubah besar berwarna hijau dan ornamen kaligrafi indah menghiasi bagian dalamnya. Di dalam ruang salat, suasananya sangat tenang dan khusyuk, dengan pencahayaan lembut dan desain interior yang elegan. Mimbar dan mihrab-nya dibuat dari material pilihan, menunjukkan detail seni Islam yang halus dan penuh makna. Di bagian belakang, terdapat menara Asmaul Husna setinggi 99 meter, yang bisa dinaiki menggunakan lift. Dari atas menara, kamu bisa melihat pemandangan Kota Semarang, laut, hingga gunung di kejauhan—pemandangan yang benar-benar memukau, apalagi saat matahari terbenam. Masjid ini bukan hanya tempat ibadah, tapi juga jadi destinasi wisata religi yang lengkap. Ada museum, toko oleh-oleh, ruang konferensi, bahkan penginapan. Setiap sudutnya fotogenik dan penuh nilai estetika serta spiritual. MAJT adalah simbol kebesaran Islam di Jawa Tengah—anggun, terbuka untuk siapa saja, dan menyatukan budaya serta teknologi modern dalam satu tempat yang sakral. Salut sama mas mas yang nawarin foto di depan masjid, hp temen ada yang ketinggalan tpi masih diamanin sama mereka, thanks",Positif,99.73%
1198,"Masjid bersih, hanya sedikit minim tanda penunjuk arah",Negatif,96.11%
1199,"Masya Allah, masjid agung jawa tengah, masjidnya besar, bersih, adem. Nyaman untuk beribadah maupun muhasabah diri.",Positif,99.98%
1200,"Kesini mau sholat ashar karna dah mepet banget, tempat wudhunya masyaallah apalagi tempat buat sholat nya masyaallah banget trus yaa area parkir luas banget. Kami naik Menara yg katanya tinggi 99 m di malam malm dan buka St 7 malam setelah istirahat sholat makan pegawai nya. Ramah sekali ibu pegawainya. Melihat masjid agung dari atas sayang senang dalm hati tapi apadaya takut jatuh aku",Positif,52.77%
1201,"Masyallah masjid satu ini aja udah seindah itu apalagi masjid Nabawi yaa, bismillah semoga di undang allah ke rumah nya (Ka'bah) aminnn🤲🏻",Positif,40.96%
1202,"Masjid Agung Jawa Tengah sangat besar Area lahan parkir mobil dan bus juga luas. Untuk toilet dan tempat wudhu di bawah, basement. Naik turun tangga cukup banyak jadi harap memperhatikan yang lansia. Toilet cukup bersih.",Netral,98.18%
1203,"Mesjidnya gede. Adem. Tapi tempat wudunya di bawah. Mesti naik dua kali buat solat. Kasihan buat orangtua. Pelatarannya kalo payungnya ga dibuka siang2, bakal panas banget.",Negatif,99.97%
1204,"Bismillah. Alhamdulillah bisa bersujud di Masjid Agung Semarang saat shalat duhur. Pelataran bersih, toilet bersih dan nyaman. Tempat wudhu juga aman. Hanya saja saat mau menitipkan sandal tdk ada petugas yang berjaga. Sehingga sandal kami hanya ditaruh di rak. Alhamdulillah aman. Saat ingin berkunjung, berharap bisa menikmati payung terbuka dipelataran lantai atas. Tapi sampai kami meninggalkan Masjid blm terbuka juga tuh payung. Mungkin ada jadwal tertentu, yg kami blm cari tahu ttg ini. Karpet Masjid juga bersih, tapi kipas angin yang terpasang tdk semua menyala, jd saat kami shalat lumayan sumuk juga. Hehe Semoga lain kali bisa berkunjung kembali ke Semarang dan shalat di masjid ini, juga berharap bisa menikmati payung yang terbuka.😃 Alhamdulillah bini'matihi tatimusshalihat. 🥰",Netral,97.58%
1205,"Masjidnya luas, bersih dan nyaman. Parkir luas.",Positif,99.98%
1206,"MasyaAllah masjidnya megah. Ada area petik buah melon juga di belakang masjid. Menyarankan utk lewat bawah saja krna jika lewat pintu utama atau atas, pd siang hari lantai keramik sangat panas. Jd akan membuat kaki perih. Krna alas kaki harus dilepas ketika memasuki area payung raksasa. Tempat wudu ada di lantai satu. Utk solat bs di lantai 2 atau 3. Terdapat Al Quran dengan ukuran besar di ruang utama. Utk tempat wudu banyak dan luas. Area wudu terpisah dengan kamar mandi. Ada peminjaman mukena juga jika pd saat kesana tidak membawa mukena. Utk masuknya bayar parkir 5rb jika mobil pribadi. Ada convention hall juga yg bs digunakan utk walimahan. Ada menara jg yg bs dinaiki sampai di atas menggunakan lift. Area parkir juga luas, ada area basement jg. Banyak spot foto aesthetic dsni.",Negatif,98.18%
1207,"Rasanya adem bikin betah. Pengurusnya ramah banget",Positif,99.99%
1208,"Masyaallah masjidnya luas, banyak warga di sekitar masjid apalagi di pekarangan masjid, anak-anak bebas berlarian. Masjidnya bersih, tapi penerangan agak kurang apalagi di lantai bawah. Masjidnya tersedia lift tapi gak tau berfungsi atau nggak, krna seperti tidak terurus, pintu liftnya kotor. Oh iya, di sini juga ternyata ada mini ka’bah. Alhamdulillah bisa berkunjung di sini 😇",Negatif,99.93%
1209,"Masjid Agung Jawa Tengah (MAJT) adalah salah satu masjid terbesar dan terindah di Indonesia, terletak di Semarang, Jawa Tengah. Masjid ini memiliki desain arsitektur yang sangat khas, menggabungkan elemen-elemen tradisional Jawa, Islam, dan Timur Tengah, serta menggunakan bahan-bahan modern yang memperkuat kesan megah dan anggun. Masjid Agung Jawa Tengah mulai dibangun pada tahun 2001 dan selesai pada tahun 2006. Salah satu fitur ikonik dari masjid ini adalah kubahnya yang besar dan megah, yang diilhamkan oleh arsitektur masjid-masjid terkenal di dunia, seperti Masjid Al-Haram di Mekkah dan Masjid Nabawi di Madinah. Kubah utama masjid ini memiliki diameter sekitar 20 meter, dengan tambahan kubah-kubah kecil di sekitarnya yang memperindah tampilan masjid. Selain itu, masjid ini juga memiliki 6 menara tinggi yang masing-masing mewakili 6 rukun Islam. Menara-menara ini tidak hanya berfungsi sebagai elemen dekoratif, tetapi juga sebagai tempat untuk menikmati pemandangan indah kota Semarang dari ketinggian. Interior masjid dihiasi dengan ornamen yang indah, termasuk kaligrafi Arab yang mengagumkan dan desain yang sangat detail pada mihrab serta mimbar. Di luar bangunan utama, Masjid Agung Jawa Tengah juga dilengkapi dengan fasilitas yang memadai, seperti tempat parkir yang luas, taman yang asri, dan ruang-ruang serbaguna. Masjid ini menjadi pusat kegiatan keagamaan dan sosial, serta sering dijadikan tempat untuk acara keagamaan, seperti pengajian, ceramah, dan perayaan hari besar Islam. Bagi pengunjung, selain beribadah, masjid ini juga menawarkan pengalaman spiritual dan edukatif. Salah satu daya tarik utama lainnya adalah keberadaan Wisata Religi yang memungkinkan pengunjung untuk belajar tentang sejarah Islam dan keindahan arsitektur masjid. Masjid Agung Jawa Tengah tidak hanya menjadi tempat ibadah, tetapi juga simbol kebanggaan bagi masyarakat Jawa Tengah, serta menjadi daya tarik wisata religius yang sangat populer di Indonesia.",Netral,99.91%
1210,"Masjidnya megah banget dan langsung bikin kagum begitu sampai. Halamannya luas, bersih, dan enak buat jalan santai sebelum masuk. Kalau datang sore, suasananya dapet banget—langit mulai berubah warna, angin sepoi-sepoi, bikin hati lebih tenang. Bagian dalamnya nyaman dan terasa adem. Tata ruangnya rapi, jadi walaupun lagi ramai tetap terasa tertib. Fasilitasnya juga lengkap dan terawat. Naik ke menara jadi pengalaman sendiri karena bisa lihat pemandangan Kota Semarang dari atas. Tempat ini bukan cuma buat ibadah, tapi juga cocok buat refleksi diri dan menikmati suasana yang beda dari hiruk pikuk kota. Bintang 5, puas dan pengen balik lagi.",Positif,99.95%
1211,"Sangat bagus tempatnya,bersih,lengkap ada menaranya juga,ada replika Ka'bah dan lain3",Positif,99.97%
1212,"Masjid agung Jawa Tengah. Luar biasa 👍 Masuk komplek parkiran kendaraan roda 4 bayar 5rb. Di bayar langsung.",Positif,98.83%
1213,"Kesini untuk olahraga. Seringnya buat sholat kalau kesini. Sekarang nyoba buat jalan disekitaran masjid. Sudah ada kebuh melon yang bisa dipetik sendiri buahnya. Hari ini kebarengan dengan wisuda UNTAG. Sebelum pulang nyobain sawo kecik yang sudah jatuh, didatangi petugas kebersihan boleh diambil sepuasnya kecuali pohon mangga dan kurma.",Netral,99.96%
1214,"masjidnya megah, luas, nyaman eksterior semi modern tp interior tetap menjaga ciri khas masjid ""lawas"" lokasi parkir mobil luas, selain di area luar jg tersedia parkir basement jgn lupa sempatkan berkunjung ke museum yg berbentuk menara di sebelah masjid meskipun sepi dan sedikit terlihat tidak terawat tp staf yg menjaga sangat ramah selain bisa melihat sejarah perkembangan islam di museum, di rooftopnya kita bisa melihat pemandangan kota semarang",Positif,95.96%
1215,"Masjid luas, lingkungan bersih, bangunan terawat baik. Ada replika Ka'bah + gua Shofa Marwa. Khusus Menara Al Husna, tiket masuk 10rb/orang. Ada museum di lantai 2 dan 3, buka jam 9-16. Lantai 19 buka sampai jam 17.15. Ada teropong, masukin koin 1.000 2pcs untuk melihat teropong selama 1½ menit.",Positif,77.12%
1216,"Walaupun dari jauh masjid ini tampak indah, tapi begitu kita mencoba menunaikan sholat di dalamnya, kita dihadapkan dengan banyak sekali masalah (dan sebagian besar sudah banyak dibahas oleh reviewer sebelumnya): 1. Sama sekali tidak ada penunjuk arah tempat wudhu & toilet. Orang yang pertama kali datang ke sini akan kebingungan dan tersesat. Kasihan orang yang sudah tua, karena harus naik turun tangga untuk mencari tempat wudhu. 2. Pelataran masjid (yg sudah masuk area suci / area harus lepas sepatu) sangat panas & terasa membakar telapak kaki di siang hari. Apakah perancang masjid ini tidak pernah mempertimbangkan tipe keramik yang tahan panas? 3. Karet anti slip di area wudhu berbau tidak sedap, perpaduan bau kaki dan bau lembab. Karetnya juga agak tajam, membuat susah berjalan. 4. Lantai di area wudhu sangat licin. Keramiknya bukan tipe yang cocok utk kegiatan wudhu. Seharusnya memilih keramik yang anti slip (dan harganya pun sebenarnya tidak jauh beda dgn keramik licin yang ada ini). 5. Area sholat sangat gerah. Tidak ada sirkulasi udara. Atap tinggi seakan tidak berguna sama sekali. Kipas angin hampir semuanya dimatikan (entah untuk penghematan atau apa? Padahal kalau memang banyak jamaah yang masih sholat si sepanjang waktu sholat, seharusnya dihidupkan saja. Saya lihat banyak jamaah yang mandi keringat. Jangan sampai masyarakat berprasangka bahwa semua ini adalah pengkondisian agar orang malas berkunjung ke masjid (dan saya yakin semua ini tidak mungkin disengaja, melainkan lebih kepada permasalahan rancang bangun, yang diperparah dengan kurangnya pengawasan dan perawatan fasilitas masjid).",Negatif,99.96%
1217,"Masjid agung Jawa Tengah masjid terbesar di Jawa Tengah yang diresmikan oleh pada Presiden SBY pada 14 November 2006. Memadukan gaya arsitektur Jawa, Arab, dan Romawi. Bangunan utama masjid beratap limas khas bangunan Jawa. Gaya Romawi terlihat dari bangunan 25 pilar dipelataran masjid. Pilar-pilar bergaya Koloseum di Roma dihiasi kaligrafi kaligrafi yang menyimbolkan 25 Nabi dan Rasul, di gerbang ditulis dua kalimat syahadat. Terdapat menara Al Husna setinggi 99meter dan 19 lantai. Nah di lantai 19 ini Anda dapat melihat Kota Semarang 360⁰. Di lantai 2&3 terdapat museum perkembangan Islam di Jawa Tengah. Terdapat Al Qur'an Raksasa yang ditulis tangan berada di ruang utama Masjid.",Netral,81.68%
1218,"Masjid Agung jawa tengah dalam kota semarang. Parkir kendaraan luas, nyaman, banyak pohon besar yang rindang. Tersedia juga area parkir semi baseman. Terdapat warung makan dan toko souvenir dalam area masjid. Saya ke sana pada waktu shollat dzuhur, tidak begitu banyak jamaahnya untuk ukuran masjid sebesar itu. Saran saya untuk tempat wudhu bagian luar untuk lebih diperhatikan lagi karena air kran tidak mengalir entah rusak atau sengaja dimatikan.",Netral,99.68%
1219,"Masjid Agung Jawa Tengah adalah salah satu masjid terbesar dan termegah di Indonesia dengan perpaduan arsitektur Jawa, Islam, dan Romawi yang unik. Masjid ini memiliki payung raksasa otomatis seperti di Masjid Nabawi, menambah kesan megah dan menawan. Selain menjadi tempat ibadah, masjid ini juga destinasi wisata religi dengan menara Al-Husna setinggi 99 meter, dari mana pengunjung bisa menikmati panorama Kota Semarang. Suasananya sejuk, fasilitasnya lengkap, dan area masjid sangat luas serta bersih. Berkunjung ke Masjid Agung Jawa Tengah memberikan ketenangan sekaligus pengalaman spiritual yang luar biasa. Sangat direkomendasikan bagi yang ingin menikmati keindahan arsitektur sekaligus beribadah dengan nyaman. 🕌✨",Positif,99.93%
